GeneID	SRR1957124.tab.exon	SRR1957124.tab.intron	SRR1957125.tab.exon	SRR1957125.tab.intron	SRR1957183.tab.exon	SRR1957183.tab.intron	SRR1957186.tab.exon	SRR1957186.tab.intron	SRR1957188.tab.exon	SRR1957188.tab.intron	SRR1957191.tab.exon	SRR1957191.tab.intron	SRR1957192.tab.exon	SRR1957192.tab.intron	SRR1957193.tab.exon	SRR1957193.tab.intron	SRR1957195.tab.exon	SRR1957195.tab.intron	SRR1957197.tab.exon	SRR1957197.tab.intron	SRR1957198.tab.exon	SRR1957198.tab.intron	SRR1957200.tab.exon	SRR1957200.tab.intron	SRR1957201.tab.exon	SRR1957201.tab.intron	SRR1957202.tab.exon	SRR1957202.tab.intron	SRR1957203.tab.exon	SRR1957203.tab.intron	SRR1957205.tab.exon	SRR1957205.tab.intron	SRR1957206.tab.exon	SRR1957206.tab.intron	SRR1957207.tab.exon	SRR1957207.tab.intron	SRR1957208.tab.exon	SRR1957208.tab.intron	SRR1957209.tab.exon	SRR1957209.tab.intron
ENSG00000002549.8	4	6	5	0	1	4	5	2	5	2	6	4	31	28	13	9	20	16	4	6	5	1	3	2	5	4	4	9	18	18	9	5	6	9	6	2	3	2	3	7
ENSG00000002586.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002587.5	0	2	28	38	6	17	3	12	0	1	0	0	0	5	0	0	1	3	0	2	0	0	0	3	0	1	4	2	2	7	3	6	1	8	0	1	2	24	0	3
ENSG00000002726.15	0	0	0	0	0	0	0	0	0	0	0	0	158	1	5	1	0	0	149	2	12	0	0	0	0	0	42	0	0	0	9	0	1	0	0	0	0	0	1	0
ENSG00000002745.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000002746.10	0	1	13	63	27	81	25	94	0	0	0	0	15	35	0	0	1	0	0	0	5	43	1	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	2
ENSG00000002822.11	3	14	1	17	4	25	8	35	2	3	2	7	0	6	1	2	1	37	1	10	3	23	4	21	6	14	2	16	12	64	5	26	6	78	7	9	6	45	5	38
ENSG00000002834.13	1	7	1	3	3	5	7	14	4	7	1	4	0	10	6	4	2	13	2	3	1	8	3	6	0	3	10	17	4	23	4	34	4	30	2	1	1	19	2	19
ENSG00000002919.10	4	0	2	0	1	0	0	0	4	0	1	0	2	0	1	0	1	0	8	1	4	1	1	0	0	0	3	0	3	1	3	0	0	2	5	2	1	0	0	1
ENSG00000002933.3	1	0	0	0	0	0	0	0	34	0	1	0	26	0	50	0	3	0	0	0	1	0	1	0	0	0	7	0	1	0	3	0	1	0	0	0	1	0	0	0
ENSG00000003056.3	19	3	10	1	12	2	14	2	8	0	21	0	16	1	14	0	31	2	8	3	9	2	21	0	5	0	23	3	38	6	14	1	17	6	12	2	10	2	9	2
ENSG00000003096.9	2	13	4	3	2	2	8	8	0	2	2	3	4	35	0	5	1	1	0	0	5	33	1	7	0	5	3	15	1	0	1	9	5	14	1	6	0	9	8	185
ENSG00000003137.4	0	1	18	2	13	1	5	1	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	1	0	1	0	6	1	1	1	2	2	1	0
ENSG00000003147.13	2	11	13	59	11	27	6	15	1	3	18	19	1	8	1	1	2	28	1	18	13	73	5	25	0	1	3	23	2	8	8	39	3	5	2	29	7	33	1	13
ENSG00000003249.9	4	0	4	0	13	0	12	3	0	0	1	0	0	0	2	2	0	0	0	0	1	1	4	0	10	0	1	0	2	0	2	0	1	0	0	0	1	0	0	0
ENSG00000003393.10	8	11	104	125	48	42	36	11	9	2	28	5	11	4	12	8	17	6	10	13	13	13	1	6	11	5	10	11	2	3	15	12	7	16	11	13	8	8	14	9
ENSG00000003400.10	0	4	1	0	0	1	0	0	1	8	2	1	2	3	0	5	6	15	1	4	0	2	0	4	0	1	5	8	6	32	3	13	1	7	1	1	0	18	3	9
ENSG00000003402.15	2	29	3	8	2	17	3	5	0	11	7	13	3	21	5	19	10	77	6	49	8	30	4	15	6	23	10	46	11	61	4	37	5	36	4	24	7	40	9	28
ENSG00000003436.10	0	3	0	0	0	1	0	0	0	14	0	2	0	9	0	27	0	30	0	70	0	8	0	1	0	5	0	18	0	5	0	24	0	8	0	12	0	5	0	15
ENSG00000003509.11	4	2	1	3	1	3	0	3	2	1	1	0	2	2	1	1	1	0	0	5	3	4	0	1	4	1	1	4	0	5	2	3	3	4	1	3	1	1	2	1
ENSG00000003756.12	23	8	13	6	22	11	28	4	4	2	5	1	9	6	10	5	27	5	24	4	29	6	6	3	7	3	13	7	31	10	16	2	32	16	18	7	16	8	29	12
ENSG00000003987.9	0	3	5	77	4	46	5	59	0	0	0	0	0	1	0	1	0	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	1
ENSG00000003989.12	9	5	2	0	4	3	1	0	130	76	17	6	14	8	122	52	12	7	185	88	43	27	2	2	132	56	6	4	7	0	9	2	2	1	70	18	37	16	32	17
ENSG00000004139.9	0	2	0	5	0	6	2	8	0	0	0	0	3	1	0	1	0	5	0	1	0	5	1	4	0	0	0	2	0	3	1	3	0	0	1	0	0	3	1	6
ENSG00000004142.7	28	0	14	1	7	2	10	3	21	0	19	1	39	0	31	0	9	1	2	1	7	1	12	0	42	0	11	1	15	1	17	1	10	1	18	0	9	1	9	0
ENSG00000004399.8	19	6	1	0	17	9	18	12	7	0	14	8	9	3	8	3	33	33	15	4	7	4	2	1	6	3	7	5	27	13	11	11	14	21	9	2	9	9	18	19
ENSG00000004455.12	0	24	0	13	0	14	0	12	0	1	0	8	3	29	0	10	1	13	0	8	0	9	0	6	0	5	2	22	0	7	0	13	0	8	0	17	0	7	1	15
ENSG00000004468.8	1	1	2	1	5	1	4	0	3	0	2	0	0	1	0	4	4	10	0	1	33	24	0	3	7	8	5	8	17	40	6	16	74	235	2	5	6	5	1	2
ENSG00000004478.5	0	4	0	2	0	2	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	15	0	2
ENSG00000004487.11	0	23	0	29	0	21	1	44	0	8	0	3	0	17	0	6	0	25	0	8	0	36	0	12	0	3	0	35	0	17	0	17	0	39	0	26	0	24	0	31
ENSG00000004534.10	9	91	27	59	11	63	18	107	7	13	3	17	11	53	4	23	19	79	15	92	8	104	14	75	5	20	13	88	18	89	23	107	29	157	10	72	8	80	16	117
ENSG00000004660.10	2	1	10	6	20	6	8	5	0	0	0	0	1	0	2	0	5	3	0	1	2	0	8	8	0	0	0	2	6	1	0	1	0	1	2	3	6	2	6	3
ENSG00000004700.11	5	4	4	2	4	3	0	3	2	2	0	1	1	1	1	0	6	4	2	4	2	1	2	0	4	0	3	4	7	5	3	1	11	14	6	3	1	2	5	5
ENSG00000004766.11	2	14	5	45	6	20	1	8	0	5	1	6	0	20	0	4	3	7	1	20	6	35	3	11	2	5	2	18	1	18	4	26	4	38	3	32	1	16	3	25
ENSG00000004776.7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004777.14	0	0	1	1	1	2	17	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	2	1	0	0	0	2	0
ENSG00000004779.5	6	2	1	3	3	4	10	1	6	2	20	1	7	1	6	3	1	4	1	3	3	1	2	4	17	3	9	6	4	3	1	5	1	5	3	4	4	3	2	6
ENSG00000004799.7	103	15	11	4	3	0	5	2	15	0	315	20	115	18	17	6	12	6	29	5	68	33	11	2	222	1	66	28	35	4	20	6	4	0	37	15	18	8	20	5
ENSG00000004809.9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2
ENSG00000004846.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2
ENSG00000004848.6	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004864.9	11	28	2	18	3	28	3	8	23	8	3	12	21	56	43	104	5	47	4	27	7	55	1	19	3	37	14	67	7	62	6	66	2	35	6	47	6	45	3	57
ENSG00000004866.14	1	12	4	119	2	41	3	41	1	5	0	5	1	12	3	3	0	18	2	30	0	17	2	11	0	13	0	24	0	5	2	20	0	7	0	31	0	23	2	35
ENSG00000004897.7	8	16	41	23	18	14	27	10	8	5	11	3	4	8	8	4	15	12	16	20	23	34	7	5	13	6	4	14	18	22	22	29	19	43	49	46	10	17	14	40
ENSG00000004939.9	0	0	0	0	0	0	0	0	84	12	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000004948.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004961.10	3	0	0	1	0	0	0	0	3	0	4	0	0	2	4	0	2	1	0	0	1	0	0	1	1	0	0	2	0	0	3	1	0	1	1	0	1	1	0	0
ENSG00000004975.7	7	0	3	0	2	1	11	0	4	0	1	0	4	0	3	0	8	1	2	0	8	2	2	0	0	0	6	0	3	0	5	0	12	0	3	0	2	1	11	0
ENSG00000005001.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
ENSG00000005007.8	20	4	14	6	31	6	17	4	15	3	17	0	9	3	13	3	31	14	15	12	27	7	18	3	17	1	13	8	29	11	19	9	24	20	5	8	17	14	17	6
ENSG00000005020.8	11	29	3	9	5	12	1	5	4	0	1	1	6	7	2	6	10	40	2	12	11	40	2	9	6	3	12	19	10	60	17	64	6	41	4	15	7	20	1	17
ENSG00000005022.5	21	0	14	0	9	0	8	0	21	0	14	0	27	0	40	0	17	1	14	0	12	0	21	0	4	0	49	1	17	0	34	0	24	0	12	0	14	0	10	0
ENSG00000005059.11	0	3	0	0	0	1	4	15	0	1	1	3	1	3	0	0	0	17	1	20	0	3	1	2	0	2	1	10	1	55	2	21	9	83	2	1	1	11	2	25
ENSG00000005073.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ENSG00000005075.11	9	0	4	1	3	1	5	2	5	0	4	0	6	0	5	0	5	0	3	1	5	0	4	0	8	1	4	1	2	0	8	1	4	2	2	0	3	1	5	0
ENSG00000005100.8	3	2	2	1	6	2	4	1	1	0	2	0	2	1	3	0	6	2	3	1	2	1	3	0	1	0	7	1	6	2	11	2	7	2	3	0	4	0	5	1
ENSG00000005102.8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	2	0	1	0	0	1	1	6	2
ENSG00000005108.11	3	10	1	18	6	18	9	20	0	2	0	1	6	28	0	2	2	15	57	627	1	53	0	2	0	0	0	4	1	3	0	14	0	5	3	29	1	4	5	76
ENSG00000005156.7	6	3	3	6	8	5	10	4	4	0	7	1	3	2	4	0	6	1	11	2	15	6	10	0	5	0	6	3	11	2	7	1	10	2	9	3	12	3	19	6
ENSG00000005175.5	0	4	9	8	0	2	1	3	2	0	0	0	2	2	1	3	5	2	1	3	1	6	0	0	4	2	1	2	1	8	1	10	7	12	2	5	0	3	2	5
ENSG00000005187.7	0	9	0	0	0	0	0	0	2	3	0	1	3	3	9	7	0	3	0	1	1	3	0	1	0	0	0	3	0	5	0	2	0	0	0	1	0	2	1	20
ENSG00000005194.10	3	4	2	5	6	4	5	2	4	1	4	1	12	5	4	3	3	3	4	5	2	4	1	1	3	0	4	10	0	5	2	4	2	8	3	4	1	1	1	3
ENSG00000005206.12	0	1	2	0	2	1	0	2	1	0	0	0	1	1	1	1	2	0	2	3	1	1	1	1	1	1	3	1	1	1	3	2	1	1	0	0	0	0	1	2
ENSG00000005238.15	1	0	5	1	2	1	5	1	3	1	1	0	1	0	1	0	1	0	3	0	2	0	2	0	2	0	3	0	2	1	0	1	2	0	1	0	1	0	3	0
ENSG00000005243.5	2	0	1	0	0	1	0	0	0	0	4	0	1	0	4	0	2	2	0	0	0	1	0	0	3	1	1	0	1	1	0	2	0	1	0	3	4	1	3	1
ENSG00000005249.8	29	57	3	9	11	14	25	48	2	0	5	1	6	1	0	1	3	1	8	18	5	8	5	4	0	0	6	7	12	7	15	6	5	2	4	3	3	11	4	10
ENSG00000005302.13	4	2	4	0	6	0	4	1	5	0	2	0	1	0	3	0	6	3	4	0	1	0	2	0	2	0	5	0	9	6	3	0	6	6	2	0	1	4	2	0
ENSG00000005339.8	22	42	32	33	42	41	54	45	6	17	20	8	14	32	14	25	38	47	32	68	30	55	14	37	25	11	28	49	54	79	46	60	20	86	24	34	23	51	56	99
ENSG00000005379.11	5	3	8	6	28	7	18	18	1	1	3	0	4	3	0	2	6	2	0	0	3	3	5	1	3	0	2	3	1	4	3	2	6	12	3	4	6	4	5	11
ENSG00000005381.6	0	0	1	0	0	0	1	0	73	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	1	0
ENSG00000005421.4	2	5	0	2	1	0	0	0	7	0	0	0	0	0	39	29	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	8	0	0	0	1	0	0
ENSG00000005436.9	0	9	1	10	0	7	1	5	0	1	0	1	3	12	1	8	0	6	0	7	2	22	0	6	1	5	1	11	0	5	0	11	2	25	0	19	0	5	0	17
ENSG00000005448.12	0	0	0	0	1	0	5	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	1	0
ENSG00000005469.7	2	5	1	10	0	2	2	0	3	0	0	0	1	1	6	2	1	4	2	7	9	15	0	3	3	0	7	2	1	5	0	6	2	8	15	25	2	4	1	9
ENSG00000005471.11	5	8	0	0	0	0	2	0	3	1	4	0	0	0	74	21	0	0	0	0	0	0	0	1	2	5	0	3	2	8	0	2	0	0	0	0	0	0	0	1
ENSG00000005483.15	17	36	54	100	26	42	21	48	7	26	10	9	11	38	5	23	21	71	11	81	28	107	10	46	8	25	18	60	18	75	32	81	29	149	33	114	15	105	22	110
ENSG00000005486.12	12	4	1	1	9	0	9	2	6	2	2	1	4	1	2	0	3	4	0	1	1	1	5	0	0	0	2	3	7	5	2	1	3	4	1	1	2	2	0	0
ENSG00000005513.9	0	0	5	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005700.10	26	20	15	18	12	15	5	9	14	13	7	5	8	18	13	4	8	12	5	12	19	26	10	19	26	6	18	17	9	13	26	41	15	21	13	34	14	23	7	22
ENSG00000005801.12	0	7	1	3	0	7	1	6	1	0	0	1	1	1	0	1	0	7	0	5	0	4	0	4	0	3	0	7	0	6	0	9	1	19	0	12	0	4	2	4
ENSG00000005810.13	39	40	88	139	75	79	91	94	9	4	21	13	21	35	18	30	31	73	28	46	68	134	23	33	16	19	25	46	71	125	62	97	101	234	46	86	29	74	46	90
ENSG00000005812.6	4	9	4	15	1	8	4	2	1	0	2	0	6	5	1	1	3	3	2	11	10	7	4	4	2	3	4	8	4	7	4	3	4	20	8	7	4	4	5	8
ENSG00000005844.13	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	1	23	8	0	1	1	1	1	1	0	0	3	3	39	28	0	4	28	64	3	1	5	5	1	0
ENSG00000005882.7	13	8	25	8	15	2	8	3	5	1	42	0	36	0	7	1	4	1	2	0	9	1	10	2	36	2	23	0	6	2	4	1	4	0	9	1	2	0	13	0
ENSG00000005884.13	15	5	8	6	12	6	9	5	2	0	8	0	23	8	0	0	84	22	15	5	16	6	3	2	5	0	23	3	9	2	17	13	8	5	36	15	19	5	17	10
ENSG00000005889.11	6	9	10	8	5	10	9	5	4	2	3	3	12	12	6	9	6	13	16	30	26	72	4	10	13	6	11	17	8	16	16	26	13	40	24	16	6	8	21	24
ENSG00000005893.11	16	13	6	21	15	23	7	5	15	5	2	3	29	20	18	7	17	7	20	15	11	21	20	7	9	11	16	13	16	12	11	8	10	25	8	13	8	12	7	12
ENSG00000005955.8	8	10	21	18	7	9	5	9	6	2	3	5	8	20	1	5	5	8	8	5	6	6	5	10	4	1	11	34	16	19	11	11	18	28	9	9	10	7	12	11
ENSG00000005961.13	0	0	0	0	1	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
ENSG00000005981.8	43	19	0	0	2	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000006007.7	17	2	11	3	18	0	11	1	4	0	16	0	13	1	4	0	15	1	10	2	9	2	6	0	18	0	10	1	7	1	11	2	6	3	8	0	8	3	9	0
ENSG00000006016.6	2	0	0	1	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000006025.7	1	0	2	0	4	1	2	0	0	0	2	0	2	1	0	0	1	1	0	0	1	0	1	0	2	0	6	5	6	0	11	0	2	0	3	1	3	1	2	0
ENSG00000006042.7	1	1	0	2	2	6	1	2	0	1	1	1	1	0	0	0	0	1	1	1	1	3	0	1	0	0	6	2	0	0	3	2	0	0	0	0	2	0	5	6
ENSG00000006047.8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000006059.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006062.9	4	18	0	8	2	9	2	4	0	6	2	10	3	24	1	6	1	20	2	8	1	11	0	6	2	6	2	22	3	48	3	15	3	26	0	7	3	18	4	14
ENSG00000006071.7	3	7	13	24	11	33	3	26	1	0	1	0	1	0	0	0	1	0	0	0	2	2	0	0	2	1	0	1	0	0	1	0	0	0	2	3	0	0	2	3
ENSG00000006074.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	1	0	0	0	0	1	0	0	4	0	2	0	3	1	6	0	0	0	0	0	0	0
ENSG00000006075.11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000006114.11	10	10	20	20	26	12	15	17	5	3	6	8	6	9	7	10	11	15	11	16	19	21	10	13	7	5	19	10	30	48	24	25	36	56	25	18	18	21	13	24
ENSG00000006116.3	0	0	0	1	9	17	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000006118.10	1	0	4	1	9	1	32	3	0	0	1	0	0	0	0	0	1	0	6	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000006125.12	43	16	42	29	66	33	117	28	31	5	21	7	39	23	14	9	32	43	33	25	38	42	11	9	20	5	44	24	35	39	38	54	24	50	54	26	35	29	34	49
ENSG00000006128.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0	0
ENSG00000006194.6	6	5	9	5	3	6	7	1	0	2	8	3	2	2	5	3	12	3	5	6	4	4	7	1	2	1	9	5	16	11	3	5	2	4	12	3	10	1	12	1
ENSG00000006210.6	1	1	2	0	23	3	9	0	1	1	4	0	3	2	4	0	18	5	0	0	12	3	14	0	2	1	4	0	1	0	3	1	4	0	2	1	5	8	7	4
ENSG00000006282.15	18	0	13	0	16	0	5	0	1	0	12	0	13	0	5	0	7	0	0	0	11	0	5	0	9	0	10	0	10	0	18	0	0	0	8	0	5	0	11	0
ENSG00000006283.13	0	0	11	3	8	5	17	28	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000006327.9	2	0	0	0	0	0	0	0	1	0	8	0	5	0	0	0	7	0	5	0	4	0	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	2	0
ENSG00000006432.11	5	2	36	28	33	15	30	16	2	1	3	1	6	8	2	5	9	6	10	23	4	6	4	11	1	0	7	8	2	3	7	9	2	5	6	12	8	17	1	1
ENSG00000006451.3	7	18	5	10	6	12	9	20	1	2	1	3	1	17	5	7	2	38	3	32	1	20	3	9	1	0	7	38	3	23	5	38	3	37	2	20	0	10	2	25
ENSG00000006453.9	9	19	0	0	0	0	0	0	0	17	0	0	2	2	5	6	8	10	2	16	8	37	9	11	0	2	11	21	0	1	11	49	1	1	1	12	6	59	1	4
ENSG00000006459.6	3	3	20	16	9	14	7	5	9	4	7	1	4	15	6	11	22	27	40	55	19	34	7	17	11	6	21	49	15	22	14	35	22	34	10	18	14	48	19	40
ENSG00000006468.9	9	13	155	154	19	42	2	4	1	0	6	2	0	0	1	1	6	9	3	0	4	5	28	32	0	0	2	0	4	2	1	3	1	0	4	8	3	7	0	8
ENSG00000006530.11	0	8	0	23	4	9	7	11	0	0	6	7	6	6	1	4	3	10	0	6	3	15	1	5	0	3	5	12	3	16	2	16	4	20	8	21	1	7	3	10
ENSG00000006534.11	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	10	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	6	0	0
ENSG00000006555.6	2	0	0	0	0	0	1	0	0	0	0	0	13	4	1	0	5	2	0	0	7	0	6	2	0	0	8	7	2	4	0	6	2	0	2	4	4	7	0	0
ENSG00000006576.12	4	6	4	23	5	22	8	17	2	2	7	2	2	9	1	4	1	21	7	18	5	15	2	5	48	28	1	14	8	39	7	17	7	32	7	13	4	14	5	18
ENSG00000006606.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006607.9	7	12	12	18	8	11	2	12	3	0	6	4	4	19	6	4	6	18	1	12	10	27	6	10	5	3	8	50	12	31	12	47	6	14	3	10	4	20	3	18
