GeneID	SRR1957124.tab.exon	SRR1957124.tab.intron	SRR1957125.tab.exon	SRR1957125.tab.intron	SRR1957183.tab.exon	SRR1957183.tab.intron	SRR1957186.tab.exon	SRR1957186.tab.intron	SRR1957188.tab.exon	SRR1957188.tab.intron	SRR1957191.tab.exon	SRR1957191.tab.intron	SRR1957192.tab.exon	SRR1957192.tab.intron	SRR1957193.tab.exon	SRR1957193.tab.intron	SRR1957195.tab.exon	SRR1957195.tab.intron	SRR1957197.tab.exon	SRR1957197.tab.intron	SRR1957198.tab.exon	SRR1957198.tab.intron	SRR1957200.tab.exon	SRR1957200.tab.intron	SRR1957201.tab.exon	SRR1957201.tab.intron	SRR1957202.tab.exon	SRR1957202.tab.intron	SRR1957203.tab.exon	SRR1957203.tab.intron	SRR1957205.tab.exon	SRR1957205.tab.intron	SRR1957206.tab.exon	SRR1957206.tab.intron	SRR1957207.tab.exon	SRR1957207.tab.intron	SRR1957208.tab.exon	SRR1957208.tab.intron	SRR1957209.tab.exon	SRR1957209.tab.intron
ENSG00000001617.7	2	1	0	1	2	0	13	10	1	0	5	3	3	5	0	1	7	9	17	3	6	10	5	2	1	1	6	9	19	11	10	9	5	7	3	7	11	19	7	3
ENSG00000001626.10	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	17	28	1	1	3	22	39	82	0	0	29	46	0	1	12	74	0	0	1	5	3	7	0	5
ENSG00000001629.5	38	50	76	147	43	99	57	76	7	6	18	8	32	64	9	25	34	50	37	73	39	105	33	45	14	25	41	83	31	52	29	117	28	218	51	134	24	58	33	116
ENSG00000001630.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001631.10	10	16	38	37	13	16	17	15	7	2	5	1	7	12	5	8	9	14	10	23	19	28	2	8	5	0	19	28	12	22	14	24	23	49	27	49	4	8	10	29
ENSG00000002016.12	3	16	5	17	5	20	6	11	2	5	3	1	1	5	2	4	4	9	7	13	5	13	3	11	8	7	5	9	5	17	3	14	14	19	11	17	3	8	10	22
ENSG00000002079.8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002330.9	2	4	0	4	0	5	3	6	2	0	8	1	3	1	2	1	3	3	1	9	5	1	3	2	5	0	4	5	4	5	3	5	2	4	0	4	2	0	1	1
ENSG00000002549.8	16	9	7	3	6	7	5	8	9	1	12	7	52	48	26	8	35	33	9	13	7	1	9	8	9	0	18	22	29	49	15	18	10	18	15	7	13	12	8	8
ENSG00000002586.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002587.5	3	4	41	79	11	29	11	18	0	0	0	0	2	16	0	1	2	7	0	1	2	3	0	6	0	0	5	7	4	13	4	15	2	26	2	1	11	51	1	5
ENSG00000002726.15	0	0	0	0	0	0	0	0	0	0	2	0	298	6	2	1	5	0	313	5	12	2	1	0	0	0	84	4	0	0	16	0	4	0	0	0	0	0	1	0
ENSG00000002745.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0
ENSG00000002746.10	1	1	30	118	68	182	62	191	0	1	0	0	28	67	0	0	0	0	0	1	8	72	0	0	1	3	2	2	0	0	1	4	0	0	1	13	1	2	0	5
ENSG00000002822.11	3	42	4	14	4	57	15	108	3	13	3	13	5	11	2	18	11	65	2	25	5	62	4	27	4	15	3	32	12	137	6	66	7	144	3	21	3	51	7	72
ENSG00000002834.13	4	15	2	7	2	8	4	27	4	9	1	8	9	12	3	8	3	44	1	16	6	12	2	8	0	4	13	46	13	57	6	40	10	53	2	5	5	24	7	42
ENSG00000002919.10	6	0	2	0	3	1	6	0	1	0	8	1	6	0	6	0	3	3	3	0	6	1	1	1	1	0	5	0	10	4	8	2	2	5	3	2	4	0	1	1
ENSG00000002933.3	2	0	0	0	0	0	0	0	66	1	6	0	66	1	106	0	9	0	3	0	2	0	1	0	0	0	13	0	6	0	3	0	2	0	1	0	1	0	2	0
ENSG00000003056.3	43	0	19	8	22	3	12	3	19	0	43	2	32	3	20	2	35	8	15	3	25	2	29	3	11	0	31	5	74	9	36	4	40	7	40	3	30	2	32	5
ENSG00000003096.9	9	34	3	3	8	7	20	4	1	3	8	8	7	55	0	15	2	9	0	0	5	65	0	6	6	9	3	26	0	5	3	26	3	37	4	6	4	19	28	301
ENSG00000003137.4	6	1	29	5	24	1	12	0	0	0	1	0	0	0	0	0	5	0	2	2	0	0	1	0	1	0	5	2	2	0	2	0	23	8	3	1	1	1	2	2
ENSG00000003147.13	1	20	27	124	24	69	11	23	5	5	17	38	4	19	3	5	10	46	6	31	15	156	12	57	1	2	4	42	11	14	17	86	5	9	5	48	11	76	3	26
ENSG00000003249.9	0	1	10	2	10	1	34	9	0	0	0	0	3	0	2	0	1	0	0	0	2	0	8	0	11	1	0	0	0	0	2	1	1	0	2	1	4	0	2	0
ENSG00000003393.10	20	23	218	214	82	83	42	26	14	6	31	8	14	16	26	20	28	26	25	20	15	25	10	6	19	7	21	15	13	11	20	26	23	35	33	24	24	11	27	28
ENSG00000003400.10	1	2	0	1	2	3	0	1	8	9	1	8	1	9	3	6	8	29	5	10	1	8	1	7	0	0	12	27	19	44	10	27	6	36	3	5	4	27	3	8
ENSG00000003402.15	15	57	9	26	5	23	1	17	9	13	21	35	8	65	7	33	18	173	13	97	18	50	4	40	23	18	16	91	14	97	11	56	8	56	12	63	9	66	10	57
ENSG00000003436.10	0	9	0	1	0	1	0	0	0	41	0	5	0	20	0	46	0	76	0	123	0	19	0	4	0	8	0	40	0	17	0	35	0	14	0	32	0	11	0	32
ENSG00000003509.11	3	5	8	7	4	5	2	2	2	0	4	0	4	3	7	2	3	3	1	2	1	4	2	1	5	0	4	6	4	2	7	6	6	3	2	7	2	1	8	1
ENSG00000003756.12	33	10	28	17	33	15	60	12	16	2	17	3	12	10	20	4	52	19	51	11	54	15	27	6	28	6	25	14	51	17	43	13	53	27	52	11	44	18	70	19
ENSG00000003987.9	0	5	15	140	9	102	13	115	0	0	0	0	0	0	0	1	1	1	2	33	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	8	0	6	0	2
ENSG00000003989.12	30	10	10	2	10	8	2	1	268	156	32	14	19	10	286	70	16	15	335	137	91	62	4	3	244	97	17	9	8	1	20	11	3	1	92	37	51	33	46	19
ENSG00000004139.9	2	5	2	14	1	10	6	22	0	1	1	0	1	2	0	1	2	5	0	0	2	3	1	3	0	0	0	5	6	11	0	0	0	2	0	7	0	6	1	6
ENSG00000004142.7	67	5	30	2	14	0	40	2	42	2	53	2	65	6	62	3	23	3	7	1	38	0	27	3	97	0	31	3	22	0	36	4	28	4	23	2	19	4	25	2
ENSG00000004399.8	27	17	4	2	22	19	28	12	11	2	30	8	16	7	15	4	66	43	36	15	8	11	3	6	18	6	22	9	51	43	34	22	45	43	11	4	12	10	29	23
ENSG00000004455.12	2	35	0	27	0	26	2	19	0	13	0	15	2	48	1	24	0	17	1	22	0	30	0	15	0	16	1	47	1	26	0	24	4	23	1	35	0	12	0	18
ENSG00000004468.8	6	6	4	2	9	5	12	3	5	1	5	2	4	1	4	2	15	11	0	0	64	52	3	2	20	4	12	19	52	75	11	51	162	495	4	10	8	19	1	3
ENSG00000004478.5	0	2	1	5	0	4	0	6	0	5	0	1	0	2	0	0	0	2	0	3	1	2	0	0	0	0	1	3	0	4	0	1	0	14	0	6	0	23	0	1
ENSG00000004487.11	0	28	0	60	0	29	0	60	1	17	1	3	0	37	0	14	0	34	0	27	0	68	1	35	0	9	0	57	0	25	0	37	0	77	0	48	0	70	0	75
ENSG00000004534.10	30	202	32	101	23	119	43	223	13	35	12	27	19	97	9	69	28	143	30	169	33	179	16	134	7	55	38	178	44	217	27	203	52	338	28	150	25	158	34	243
ENSG00000004660.10	11	10	19	11	38	14	15	10	0	0	1	0	1	1	3	2	10	0	0	0	3	4	16	11	2	0	1	1	2	2	3	8	4	2	6	1	10	3	3	7
ENSG00000004700.11	5	6	8	9	8	6	3	12	1	2	2	1	1	3	3	2	9	14	5	9	6	6	3	1	6	0	10	6	12	11	15	5	17	13	6	10	1	6	6	11
ENSG00000004766.11	10	20	16	75	6	28	7	21	1	3	4	2	1	36	0	9	3	33	4	29	9	59	2	21	3	8	7	37	10	31	4	54	8	96	10	65	5	25	3	43
ENSG00000004776.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004777.14	1	0	3	2	2	4	27	17	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	2	1	5	4	0	0	1	0	0	0
ENSG00000004779.5	6	9	11	8	6	7	6	4	7	0	39	7	7	9	8	2	4	5	4	5	7	6	3	5	23	4	22	10	4	10	5	7	5	9	8	10	2	4	4	5
ENSG00000004799.7	205	44	14	1	7	1	3	0	31	5	680	27	218	44	30	6	26	14	53	13	112	53	37	4	425	4	158	69	90	27	54	11	6	5	72	25	45	16	34	7
ENSG00000004809.9	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000004846.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000004848.6	0	0	0	0	3	3	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000004864.9	21	79	7	52	6	54	4	20	19	21	10	15	26	115	72	178	6	87	10	61	9	83	3	28	6	69	35	149	7	77	15	110	1	58	10	98	5	69	8	111
ENSG00000004866.14	5	22	4	207	1	74	0	89	3	4	1	6	2	24	1	12	6	30	6	61	3	33	5	31	2	34	3	28	6	12	1	44	0	10	4	49	3	26	2	45
ENSG00000004897.7	31	24	72	59	38	34	36	26	17	17	23	6	14	16	11	6	18	40	31	25	23	49	17	24	31	7	26	28	36	23	38	42	47	81	87	107	22	34	34	56
ENSG00000004939.9	0	0	0	0	0	0	2	1	168	32	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
ENSG00000004948.9	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004961.10	1	0	2	1	6	1	1	1	1	0	1	1	1	1	4	0	3	2	1	2	1	0	1	0	3	0	3	0	0	1	2	0	1	3	1	0	3	2	0	1
ENSG00000004975.7	17	0	4	3	11	1	9	4	9	0	5	0	8	0	3	0	10	0	8	1	7	2	13	1	4	0	5	2	4	0	10	1	15	4	9	5	5	4	11	1
ENSG00000005001.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	7	0	0	0	0	0	0	0	4	0	0	0	2	0	6	0	0
ENSG00000005007.8	40	13	30	13	40	8	36	7	27	7	42	5	16	3	16	3	44	15	42	14	63	14	41	15	25	2	29	19	65	15	21	16	45	32	30	15	46	36	36	9
ENSG00000005020.8	23	82	5	21	13	16	4	3	1	5	3	5	18	11	7	10	22	80	9	32	10	67	5	4	6	10	24	45	42	144	25	117	14	92	8	30	10	32	3	34
ENSG00000005022.5	28	0	18	1	24	0	22	0	33	0	29	0	75	0	50	0	37	0	22	0	23	0	56	0	6	0	81	1	34	0	58	0	52	1	25	0	26	0	22	0
ENSG00000005059.11	0	6	2	2	0	3	7	33	0	2	4	11	0	2	0	2	3	29	2	39	1	7	1	8	0	3	3	33	5	115	3	27	16	205	0	15	1	25	6	57
ENSG00000005073.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
ENSG00000005075.11	9	1	6	2	3	1	11	0	9	0	16	0	11	1	7	1	13	1	2	1	4	2	7	1	19	0	8	3	3	1	8	1	9	0	5	1	4	0	7	2
ENSG00000005100.8	9	2	6	3	13	0	8	3	3	1	3	1	2	0	6	1	7	0	5	5	9	4	2	4	0	0	9	4	8	1	10	2	5	3	8	0	8	3	8	6
ENSG00000005102.8	1	0	0	0	0	0	1	0	0	0	17	4	0	0	0	0	1	0	1	0	1	1	1	0	6	1	6	2	12	2	1	1	2	4	2	0	3	2	7	2
ENSG00000005108.11	3	30	5	27	2	28	17	58	1	2	2	3	15	62	0	1	10	12	88	1246	5	86	1	3	1	1	3	5	6	11	2	29	1	3	5	96	3	14	14	136
ENSG00000005156.7	14	2	12	9	13	8	16	9	5	0	12	2	2	4	9	0	13	3	19	4	30	8	23	4	8	1	21	10	28	9	13	5	17	11	14	5	19	10	25	8
ENSG00000005175.5	1	5	11	14	1	10	2	2	3	2	0	2	0	3	0	4	1	7	3	5	3	13	1	5	4	3	3	8	3	7	5	14	14	26	5	6	1	3	0	10
ENSG00000005187.7	1	21	0	0	0	0	0	0	4	10	0	9	7	3	11	18	1	8	0	2	5	10	0	3	0	0	2	2	0	3	0	9	0	1	0	3	0	2	0	65
ENSG00000005194.10	5	8	1	8	8	9	6	9	5	1	10	1	6	8	4	1	8	5	6	8	8	5	3	4	5	2	7	16	10	6	1	7	12	5	4	7	3	3	1	5
ENSG00000005206.12	2	1	1	2	2	3	0	3	4	1	1	1	3	1	0	1	5	1	4	0	0	0	0	3	1	0	5	1	5	1	6	2	4	5	3	1	1	5	1	3
ENSG00000005238.15	4	0	0	2	4	0	13	0	2	0	5	0	1	0	0	0	6	1	2	0	1	0	2	1	1	0	4	1	3	0	1	1	0	0	3	0	1	1	4	0
ENSG00000005243.5	5	3	0	1	2	1	0	1	0	0	4	1	0	1	6	1	2	1	3	2	2	5	3	2	5	1	4	1	3	3	2	1	1	0	2	4	4	2	2	4
ENSG00000005249.8	43	122	12	25	29	37	44	115	7	3	14	2	5	2	0	3	2	4	9	26	8	17	7	5	0	2	11	13	27	14	8	20	10	14	4	7	12	17	13	17
ENSG00000005302.13	6	1	4	4	6	1	13	0	2	0	3	1	4	1	6	0	9	4	6	4	8	1	1	2	11	0	11	0	18	3	13	1	24	14	7	3	5	4	6	0
ENSG00000005339.8	47	72	48	76	76	72	82	100	16	22	34	13	32	50	35	35	70	90	52	102	62	97	50	59	57	31	60	99	105	149	70	107	71	187	40	75	52	78	109	173
ENSG00000005379.11	13	10	17	14	54	20	55	40	0	0	8	1	12	4	0	2	14	10	1	0	13	4	6	2	5	3	9	2	12	13	6	3	17	30	8	4	8	5	16	13
ENSG00000005381.6	0	0	1	0	0	0	0	0	135	7	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	5	1	0	0	0	0	0	0
ENSG00000005421.4	3	9	0	1	0	3	0	0	12	3	0	1	0	1	84	54	0	6	0	0	0	0	0	7	0	1	0	1	0	0	0	0	5	20	0	0	0	0	0	2
ENSG00000005436.9	2	16	0	28	0	16	2	18	1	10	1	2	0	10	1	28	1	18	0	21	1	35	2	8	2	15	1	24	0	13	2	24	0	38	1	36	0	11	1	51
ENSG00000005448.12	0	0	0	0	2	0	5	0	0	0	1	0	2	0	0	0	4	0	0	0	1	0	1	0	0	0	2	0	5	0	3	0	4	0	2	0	5	0	3	1
ENSG00000005469.7	7	8	2	19	6	5	3	4	5	5	2	1	3	4	14	8	3	1	7	12	15	32	0	0	4	0	12	16	8	3	2	13	4	22	20	44	5	8	8	9
ENSG00000005471.11	11	20	0	0	0	1	0	2	4	1	4	4	0	0	153	45	0	0	0	0	1	1	1	0	2	4	0	2	10	15	0	0	1	2	0	0	0	3	1	1
ENSG00000005483.15	24	98	132	169	35	114	64	112	10	37	11	21	14	70	13	45	33	187	39	130	56	201	26	96	13	40	43	137	61	160	47	181	56	290	63	211	29	212	40	229
ENSG00000005486.12	26	13	6	6	24	2	19	3	12	0	5	0	14	1	8	1	7	4	4	8	1	2	8	0	2	0	9	7	5	5	7	2	5	10	8	5	6	7	6	1
ENSG00000005513.9	0	0	1	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000005700.10	44	53	37	64	11	39	24	20	19	19	13	4	24	29	18	16	17	24	11	19	45	52	32	25	49	15	41	52	21	25	41	77	30	40	38	29	15	35	16	40
ENSG00000005801.12	0	14	1	19	0	13	1	14	0	1	1	0	0	7	1	7	2	11	0	13	0	8	0	9	0	3	1	20	0	12	1	7	4	33	1	14	0	4	1	12
ENSG00000005810.13	63	80	207	297	165	167	166	159	24	17	37	24	27	64	25	40	81	152	62	105	127	253	39	71	47	48	60	112	166	239	102	210	189	522	97	215	87	123	67	177
ENSG00000005812.6	11	10	11	26	6	8	8	8	1	2	5	1	8	11	4	3	8	5	4	27	9	15	5	7	6	3	6	16	14	8	7	10	10	35	10	25	7	6	10	12
ENSG00000005844.13	1	2	0	1	0	1	0	0	8	0	0	0	2	1	15	4	38	17	1	1	1	3	3	3	1	0	8	7	80	54	15	4	58	81	5	1	6	4	7	1
ENSG00000005882.7	40	11	38	13	35	11	21	7	10	0	59	2	61	6	28	0	17	1	3	0	12	0	20	2	90	7	40	1	15	1	18	2	3	1	13	2	5	0	31	2
ENSG00000005884.13	39	11	22	13	15	11	31	9	0	0	11	2	51	10	1	0	149	48	42	10	26	14	11	6	4	0	62	18	14	6	68	22	10	5	56	29	30	16	27	21
ENSG00000005889.11	15	31	30	24	10	23	7	9	9	5	10	7	19	26	18	13	14	26	33	77	77	130	10	29	28	10	22	39	33	49	26	31	29	69	31	41	7	22	45	56
ENSG00000005893.11	18	23	18	25	25	39	8	8	25	15	14	11	46	23	37	13	27	14	36	20	45	38	45	13	24	16	10	16	19	18	21	13	20	49	40	33	16	20	38	19
ENSG00000005955.8	17	16	25	22	14	14	11	15	5	4	8	5	15	23	11	6	19	16	15	16	24	15	10	25	6	5	17	47	17	33	24	22	26	64	23	18	9	15	8	19
ENSG00000005961.13	0	1	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1
ENSG00000005981.8	113	62	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	21	1	0	1	0	0	0	0	1	2	1	0	0	1	0	0
ENSG00000006007.7	16	1	22	0	20	2	11	0	12	0	32	0	19	1	9	0	21	3	20	2	23	7	20	1	32	0	34	5	15	1	24	0	5	9	19	3	20	1	13	1
ENSG00000006016.6	2	0	0	1	5	3	0	1	0	0	5	0	1	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0
ENSG00000006025.7	0	0	5	0	2	0	3	2	0	0	1	0	0	1	0	0	6	1	0	0	4	0	2	1	2	3	17	12	6	3	28	9	5	3	4	0	3	1	5	2
ENSG00000006042.7	5	4	1	4	2	10	2	6	7	1	1	1	3	1	1	0	5	3	0	1	6	8	4	1	0	0	8	4	2	1	2	11	0	0	6	3	6	0	4	12
ENSG00000006047.8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000006059.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006062.9	2	22	2	14	2	12	2	13	1	3	0	24	2	36	2	11	6	53	4	8	2	21	3	24	1	9	7	54	11	60	12	34	7	42	2	18	7	58	3	24
ENSG00000006071.7	6	10	20	66	24	51	14	31	1	0	0	0	0	0	0	0	2	0	0	0	3	4	0	0	0	1	1	2	0	0	1	1	0	0	4	3	0	1	3	6
ENSG00000006074.4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	39	3	1	1	0	0	1	0	0	0	4	0	2	0	0	0	32	5	1	0	0	0	0	0
ENSG00000006075.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0	1	0
ENSG00000006114.11	19	28	15	24	18	26	41	25	12	5	10	6	22	23	16	15	40	33	23	27	30	38	21	20	13	7	29	23	71	71	43	58	58	131	35	31	26	41	46	42
ENSG00000006116.3	0	0	0	2	24	23	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118.10	1	0	10	0	29	7	74	9	0	0	0	0	0	0	1	0	3	1	20	1	1	0	7	0	0	0	2	0	2	0	5	0	0	0	1	0	1	2	4	0
ENSG00000006125.12	76	39	72	77	129	59	271	76	52	8	54	8	61	47	27	23	84	58	50	75	65	64	33	26	41	13	87	62	66	66	85	75	51	125	88	66	76	48	53	80
ENSG00000006128.7	1	0	2	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006194.6	7	7	19	14	19	5	18	3	10	0	7	1	11	2	5	4	6	10	11	16	12	5	9	4	5	1	22	12	19	16	16	6	17	10	18	5	11	2	20	9
ENSG00000006210.6	2	0	2	0	35	2	30	1	2	1	6	2	23	2	7	0	63	11	0	0	13	1	19	4	1	0	6	0	3	0	7	1	1	1	6	1	25	2	10	2
ENSG00000006282.15	30	0	15	2	13	0	17	2	3	0	26	0	33	0	13	0	17	0	3	0	23	0	25	0	23	0	25	0	25	1	19	0	6	0	26	1	9	0	16	1
ENSG00000006283.13	1	2	19	2	26	10	32	60	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6
ENSG00000006327.9	7	0	0	0	0	0	1	0	11	0	14	0	9	0	1	0	12	0	11	0	2	0	6	0	1	0	1	0	1	0	7	0	3	0	2	0	7	0	5	0
ENSG00000006432.11	4	10	68	44	81	36	58	25	4	0	5	0	4	10	5	9	17	16	27	50	11	7	11	12	4	0	5	17	4	7	8	31	6	5	8	16	14	40	2	4
ENSG00000006451.3	10	44	14	37	11	20	11	30	3	7	1	13	1	28	4	15	13	90	10	56	9	39	4	23	2	10	17	78	9	43	15	60	7	99	11	27	4	42	4	52
ENSG00000006453.9	9	43	0	0	0	0	0	2	19	35	1	0	4	10	15	26	15	31	6	20	28	78	5	20	0	2	18	48	2	2	31	80	0	1	9	15	16	124	0	9
ENSG00000006459.6	9	18	35	35	10	31	14	20	23	12	14	7	10	25	17	16	22	64	73	96	37	55	16	31	35	16	52	119	40	54	32	85	30	59	17	39	27	102	36	85
ENSG00000006468.9	19	16	294	331	47	74	10	6	3	1	18	6	0	1	3	3	18	27	2	1	3	3	62	71	1	0	3	5	5	2	3	6	2	4	20	14	7	10	3	4
ENSG00000006530.11	5	18	7	26	6	13	5	21	2	3	5	2	6	11	3	6	3	20	2	12	4	32	0	18	2	3	7	21	8	20	2	26	7	34	1	29	5	17	2	33
ENSG00000006534.11	3	8	0	0	0	0	0	0	0	1	0	0	3	1	0	1	1	15	0	2	0	0	0	1	0	1	3	6	0	2	1	2	0	0	0	0	2	6	0	2
ENSG00000006555.6	0	2	0	0	0	0	0	0	3	1	0	0	19	13	3	1	2	1	0	0	4	6	7	4	0	0	18	18	3	2	12	10	3	4	5	2	8	9	0	2
ENSG00000006576.12	5	15	15	46	11	29	17	45	3	6	8	4	5	21	1	10	8	29	18	36	5	27	5	15	70	57	16	27	19	94	10	35	14	71	8	40	5	30	7	39
ENSG00000006606.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006607.9	13	39	21	52	15	38	13	24	4	3	5	5	13	37	15	17	15	36	6	40	11	32	6	21	11	10	24	94	26	57	21	70	5	24	6	20	19	58	10	46
